event_id,timestamp,latitude,longitude,current,type,quality_flag,cluster_id,storm_id,state,district,nearest_city,frame_number,ctbt_filename
1003476,2026-06-18 19:30:15,25.25002,81.6442,37.2,CG,1,255,S000255,Uttar Pradesh,Prayagraj,Prayagraj,39,ctbt_1930.png
1003413,2026-06-18 19:30:22,23.32931,83.24776,7.1,IC,1,80,S000080,Chhattisgarh,Ambikapur,Ambikapur,39,ctbt_1930.png
1003442,2026-06-18 19:30:28,25.7923,87.37425,32.8,IC,1,126,S000126,Bihar,Purnia,Purnia,39,ctbt_1930.png
1003365,2026-06-18 19:30:31,22.65894,75.95116,25.2,IC,1,13,S000013,Madhya Pradesh,Indore,Indore,39,ctbt_1930.png
1003456,2026-06-18 19:30:32,24.60918,84.83775,32.0,IC,1,139,S000139,Bihar,Gaya,Gaya,39,ctbt_1930.png
1003363,2026-06-18 19:30:54,15.38724,73.83201,87.5,IC,1,6,S000006,Goa,North Goa,Panaji,39,ctbt_1930.png
1003351,2026-06-18 19:31:49,22.91918,83.22556,33.2,IC,1,5,S000005,Chhattisgarh,Ambikapur,Ambikapur,39,ctbt_1930.png
1003369,2026-06-18 19:31:57,30.38682,77.9997,27.5,IC,1,16,S000016,Uttarakhand,Dehradun,Dehradun,39,ctbt_1930.png
1003399,2026-06-18 19:32:11,23.43138,80.34192,39.1,IC,1,35,S000035,Madhya Pradesh,Jabalpur,Jabalpur,39,ctbt_1930.png
1003424,2026-06-18 19:32:20,24.53928,86.57499,28.8,CG,1,101,S000101,Jharkhand,Deoghar,Deoghar,39,ctbt_1930.png
1003381,2026-06-18 19:32:22,22.50628,75.63259,17.3,IC,1,25,S000025,Madhya Pradesh,Indore,Indore,39,ctbt_1930.png
1003469,2026-06-18 19:32:40,17.76875,79.72281,108.6,IC,1,234,S000234,Telangana,Warangal,Warangal,39,ctbt_1930.png
1003426,2026-06-18 19:33:01,21.10952,79.16477,41.3,IC,1,114,S000114,Maharashtra,Nagpur,Nagpur,39,ctbt_1930.png
