event_id,timestamp,latitude,longitude,current,type,quality_flag,cluster_id,storm_id,state,district,nearest_city,frame_number,ctbt_filename
1004252,2026-06-18 23:00:16,23.83191,91.21911,30.0,IC,1,91,S000091,Tripura,West Tripura,Agartala,46,ctbt_2300.png
1004226,2026-06-18 23:01:34,12.96832,74.92095,20.2,IC,1,27,S000027,Karnataka,Dakshina Kannada,Mangaluru,46,ctbt_2300.png
1004273,2026-06-18 23:02:18,22.32967,88.71011,36.6,CG,1,177,S000177,West Bengal,Kolkata,Kolkata,46,ctbt_2300.png
1004286,2026-06-18 23:02:47,11.06254,77.45675,14.5,IC,1,225,S000225,Tamil Nadu,Coimbatore,Coimbatore,46,ctbt_2300.png
1004244,2026-06-18 23:02:53,27.5899,93.9633,39.1,CG,1,59,S000059,Arunachal Pradesh,Lower Subansiri,Ziro,46,ctbt_2300.png
1004231,2026-06-18 23:03:09,26.62858,92.70398,29.0,CG,1,37,S000037,Assam,Tezpur,Tezpur,46,ctbt_2300.png
1004204,2026-06-18 23:03:12,23.35577,85.14469,36.2,CG,1,18,S000018,Jharkhand,Ranchi,Ranchi,46,ctbt_2300.png
1004213,2026-06-18 23:03:19,23.80445,91.259,27.6,IC,1,19,S000019,Tripura,Gomati,Udaipur,46,ctbt_2300.png
1004207,2026-06-18 23:04:02,23.93394,91.29624,25.6,IC,1,19,S000019,Tripura,Gomati,Udaipur,46,ctbt_2300.png
1004265,2026-06-18 23:04:12,18.95936,72.95019,38.9,CG,1,152,S000152,Maharashtra,Mumbai,Mumbai,46,ctbt_2300.png
1004221,2026-06-18 23:04:15,12.97616,74.93337,23.0,IC,1,27,S000027,Karnataka,Dakshina Kannada,Mangaluru,46,ctbt_2300.png
1004218,2026-06-18 23:04:21,23.98278,85.32021,21.5,CG,1,21,S000021,Jharkhand,Hazaribagh,Hazaribagh,46,ctbt_2300.png
1004256,2026-06-18 23:04:31,24.78147,85.06646,26.1,IC,1,118,S000118,Bihar,Gaya,Gaya,46,ctbt_2300.png
1004206,2026-06-18 23:05:42,23.80236,91.27723,61.2,CG,1,19,S000019,Tripura,Gomati,Udaipur,46,ctbt_2300.png
1004217,2026-06-18 23:05:50,24.00563,85.3125,110.4,IC,1,21,S000021,Jharkhand,Hazaribagh,Hazaribagh,46,ctbt_2300.png
1004224,2026-06-18 23:06:09,12.95362,74.93451,33.6,IC,0,27,S000027,Karnataka,Dakshina Kannada,Mangaluru,46,ctbt_2300.png
1004250,2026-06-18 23:06:15,26.10157,87.09886,26.8,IC,1,86,S000086,Bihar,Purnia,Purnia,46,ctbt_2300.png
1004203,2026-06-18 23:06:20,23.3545,85.20223,27.2,CG,1,18,S000018,Jharkhand,Ranchi,Ranchi,46,ctbt_2300.png
1004257,2026-06-18 23:06:29,26.73571,88.39826,28.9,CG,1,121,S000121,West Bengal,Siliguri,Siliguri,46,ctbt_2300.png
1004233,2026-06-18 23:06:39,26.68354,92.7544,17.4,CG,1,37,S000037,Assam,Tezpur,Tezpur,46,ctbt_2300.png
1004211,2026-06-18 23:06:58,23.82879,91.25386,24.7,IC,1,19,S000019,Tripura,Gomati,Udaipur,46,ctbt_2300.png
1004278,2026-06-18 23:07:10,10.54959,76.218,86.0,CG,1,223,S000223,Kerala,Ernakulam,Kochi,46,ctbt_2300.png
1004299,2026-06-18 23:07:16,29.2316,79.27198,15.0,CG,1,260,S000260,Uttarakhand,Nainital,Nainital,46,ctbt_2300.png
1004239,2026-06-18 23:07:29,20.31644,80.2221,19.4,CG,1,51,S000051,Maharashtra,Gadchiroli,Gadchiroli,46,ctbt_2300.png
1004292,2026-06-18 23:07:45,25.49072,91.32094,10.7,CG,1,246,S000246,Meghalaya,West Khasi Hills,Nongstoin,46,ctbt_2300.png
1004208,2026-06-18 23:07:46,23.78014,91.27532,35.2,IC,1,19,S000019,Tripura,Gomati,Udaipur,46,ctbt_2300.png
1004298,2026-06-18 23:08:19,29.25197,79.27832,25.9,CG,1,260,S000260,Uttarakhand,Nainital,Nainital,46,ctbt_2300.png
1004247,2026-06-18 23:08:37,26.39725,92.71899,39.5,CG,1,82,S000082,Assam,Nagaon,Nagaon,46,ctbt_2300.png
1004270,2026-06-18 23:09:07,25.78031,85.20365,112.2,IC,1,173,S000173,Bihar,Patna,Patna,46,ctbt_2300.png
1004228,2026-06-18 23:09:25,26.66541,92.72896,20.4,CG,1,37,S000037,Assam,Tezpur,Tezpur,46,ctbt_2300.png
1004303,2026-06-18 23:09:25,24.18049,85.91192,32.9,IC,1,271,S000271,Jharkhand,Dhanbad,Dhanbad,46,ctbt_2300.png
1004296,2026-06-18 23:09:45,25.51324,91.36673,67.4,CG,1,246,S000246,Meghalaya,West Khasi Hills,Nongstoin,46,ctbt_2300.png
1004216,2026-06-18 23:09:54,23.99327,85.27993,30.3,CG,1,21,S000021,Jharkhand,Hazaribagh,Hazaribagh,46,ctbt_2300.png
1004304,2026-06-18 23:10:28,24.19586,85.94466,23.0,IC,1,271,S000271,Jharkhand,Dhanbad,Dhanbad,46,ctbt_2300.png
1004249,2026-06-18 23:10:47,26.40365,92.74428,37.5,IC,1,82,S000082,Assam,Nagaon,Nagaon,46,ctbt_2300.png
1004258,2026-06-18 23:10:58,26.7893,88.51452,28.5,IC,0,121,S000121,West Bengal,Siliguri,Siliguri,46,ctbt_2300.png
1004234,2026-06-18 23:11:03,26.67403,92.74203,30.3,IC,1,37,S000037,Assam,Tezpur,Tezpur,46,ctbt_2300.png
1004301,2026-06-18 23:11:36,29.24421,79.3206,32.6,IC,1,260,S000260,Uttarakhand,Nainital,Nainital,46,ctbt_2300.png
1004215,2026-06-18 23:11:38,23.9622,85.30011,21.6,IC,1,21,S000021,Jharkhand,Hazaribagh,Hazaribagh,46,ctbt_2300.png
1004291,2026-06-18 23:11:40,25.53439,91.34811,36.3,CG,1,246,S000246,Meghalaya,West Khasi Hills,Nongstoin,46,ctbt_2300.png
1004209,2026-06-18 23:11:41,23.90075,91.27339,22.0,CG,1,19,S000019,Tripura,Gomati,Udaipur,46,ctbt_2300.png
1004284,2026-06-18 23:11:41,11.08265,77.48038,28.4,IC,1,225,S000225,Tamil Nadu,Coimbatore,Coimbatore,46,ctbt_2300.png
1004229,2026-06-18 23:11:56,26.67126,92.73085,24.1,IC,1,37,S000037,Assam,Tezpur,Tezpur,46,ctbt_2300.png
1004246,2026-06-18 23:12:45,26.39607,92.72265,17.7,IC,1,82,S000082,Assam,Nagaon,Nagaon,46,ctbt_2300.png
1004205,2026-06-18 23:14:04,23.80714,91.35559,22.0,IC,1,19,S000019,Tripura,Gomati,Udaipur,46,ctbt_2300.png
1004290,2026-06-18 23:14:47,27.03802,93.54818,72.3,CG,1,237,S000237,Arunachal Pradesh,Papum Pare,Itanagar,46,ctbt_2300.png
1004263,2026-06-18 23:14:55,18.98512,72.96804,27.6,CG,1,152,S000152,Maharashtra,Mumbai,Mumbai,46,ctbt_2300.png
1004241,2026-06-18 23:14:59,20.32825,80.22237,28.9,IC,1,51,S000051,Maharashtra,Gadchiroli,Gadchiroli,46,ctbt_2300.png
1004279,2026-06-18 23:15:00,10.62141,76.19937,22.0,IC,0,223,S000223,Kerala,Ernakulam,Kochi,46,ctbt_2300.png
1004232,2026-06-18 23:15:02,26.66673,92.73943,38.6,CG,1,37,S000037,Assam,Tezpur,Tezpur,46,ctbt_2300.png
1004294,2026-06-18 23:15:25,25.52101,91.34915,16.5,IC,1,246,S000246,Meghalaya,West Khasi Hills,Nongstoin,46,ctbt_2300.png
1004243,2026-06-18 23:15:32,20.32062,80.20989,18.8,IC,1,51,S000051,Maharashtra,Gadchiroli,Gadchiroli,46,ctbt_2300.png
1004251,2026-06-18 23:15:50,26.10218,87.10963,18.9,IC,1,86,S000086,Bihar,Purnia,Purnia,46,ctbt_2300.png
1004255,2026-06-18 23:16:37,24.71161,85.01764,36.4,IC,1,118,S000118,Bihar,Gaya,Gaya,46,ctbt_2300.png
1004242,2026-06-18 23:16:46,20.34695,80.22453,96.2,IC,1,51,S000051,Maharashtra,Gadchiroli,Gadchiroli,46,ctbt_2300.png
1004288,2026-06-18 23:16:52,22.19885,80.31559,31.9,IC,1,227,S000227,Madhya Pradesh,Balaghat,Balaghat,46,ctbt_2300.png
1004219,2026-06-18 23:17:27,23.99931,85.31509,19.9,CG,1,21,S000021,Jharkhand,Hazaribagh,Hazaribagh,46,ctbt_2300.png
1004236,2026-06-18 23:18:15,26.66949,92.73222,37.4,CG,1,37,S000037,Assam,Tezpur,Tezpur,46,ctbt_2300.png
1004277,2026-06-18 23:18:26,22.91648,87.19268,8.8,CG,0,216,S000216,West Bengal,Bardhaman,Bardhaman,46,ctbt_2300.png
1004274,2026-06-18 23:18:36,27.24416,93.75367,20.1,IC,1,211,S000211,Arunachal Pradesh,Papum Pare,Itanagar,46,ctbt_2300.png
1004271,2026-06-18 23:19:13,22.28051,88.76857,19.1,CG,1,177,S000177,West Bengal,Kolkata,Kolkata,46,ctbt_2300.png
1004267,2026-06-18 23:19:16,25.78998,85.19258,17.9,CG,1,173,S000173,Bihar,Patna,Patna,46,ctbt_2300.png
1004297,2026-06-18 23:19:17,25.53297,91.43292,28.6,IC,1,246,S000246,Meghalaya,West Khasi Hills,Nongstoin,46,ctbt_2300.png
1004238,2026-06-18 23:21:09,26.67476,92.74295,32.7,CG,1,37,S000037,Assam,Tezpur,Tezpur,46,ctbt_2300.png
1004235,2026-06-18 23:21:13,26.64218,92.6705,37.4,IC,1,37,S000037,Assam,Tezpur,Tezpur,46,ctbt_2300.png
1004280,2026-06-18 23:21:17,10.57213,76.20988,19.2,IC,1,223,S000223,Kerala,Ernakulam,Kochi,46,ctbt_2300.png
1004259,2026-06-18 23:21:50,18.94541,72.89174,27.5,IC,1,152,S000152,Maharashtra,Mumbai,Mumbai,46,ctbt_2300.png
1004253,2026-06-18 23:22:13,24.72336,85.02019,37.1,CG,1,118,S000118,Bihar,Gaya,Gaya,46,ctbt_2300.png
1004225,2026-06-18 23:22:25,12.95379,74.94308,15.9,CG,1,27,S000027,Karnataka,Dakshina Kannada,Mangaluru,46,ctbt_2300.png
1004287,2026-06-18 23:22:27,11.11527,77.49181,12.8,IC,1,225,S000225,Tamil Nadu,Coimbatore,Coimbatore,46,ctbt_2300.png
1004262,2026-06-18 23:22:34,18.98233,72.9345,27.1,IC,1,152,S000152,Maharashtra,Mumbai,Mumbai,46,ctbt_2300.png
1004237,2026-06-18 23:23:12,26.7031,92.79252,18.0,CG,1,37,S000037,Assam,Tezpur,Tezpur,46,ctbt_2300.png
1004281,2026-06-18 23:23:13,10.53391,76.24401,17.8,IC,1,223,S000223,Kerala,Ernakulam,Kochi,46,ctbt_2300.png
1004282,2026-06-18 23:23:21,10.56471,76.24437,37.3,CG,1,223,S000223,Kerala,Ernakulam,Kochi,46,ctbt_2300.png
1004264,2026-06-18 23:23:31,18.96135,73.00847,29.6,IC,1,152,S000152,Maharashtra,Mumbai,Mumbai,46,ctbt_2300.png
1004220,2026-06-18 23:23:49,12.91496,74.99965,6.2,CG,1,27,S000027,Karnataka,Dakshina Kannada,Mangaluru,46,ctbt_2300.png
1004302,2026-06-18 23:23:57,29.24962,79.3207,30.6,CG,1,260,S000260,Uttarakhand,Nainital,Nainital,46,ctbt_2300.png
1004268,2026-06-18 23:24:37,25.78446,85.20106,32.2,IC,1,173,S000173,Bihar,Patna,Patna,46,ctbt_2300.png
1004254,2026-06-18 23:24:53,24.70381,85.0589,38.0,CG,1,118,S000118,Bihar,Gaya,Gaya,46,ctbt_2300.png
1004240,2026-06-18 23:24:57,20.34168,80.22637,26.6,IC,1,51,S000051,Maharashtra,Gadchiroli,Gadchiroli,46,ctbt_2300.png
1004260,2026-06-18 23:24:58,18.98142,72.95329,23.1,IC,1,152,S000152,Maharashtra,Mumbai,Mumbai,46,ctbt_2300.png
1004295,2026-06-18 23:25:59,25.45475,91.40523,19.6,IC,1,246,S000246,Meghalaya,West Khasi Hills,Nongstoin,46,ctbt_2300.png
1004248,2026-06-18 23:26:00,26.37732,92.70328,15.4,IC,1,82,S000082,Assam,Nagaon,Nagaon,46,ctbt_2300.png
1004223,2026-06-18 23:26:07,12.9541,74.94285,25.0,CG,1,27,S000027,Karnataka,Dakshina Kannada,Mangaluru,46,ctbt_2300.png
1004275,2026-06-18 23:26:38,27.26496,93.75074,36.0,IC,1,211,S000211,Arunachal Pradesh,Papum Pare,Itanagar,46,ctbt_2300.png
1004276,2026-06-18 23:26:41,27.25533,93.74297,14.6,CG,1,211,S000211,Arunachal Pradesh,Papum Pare,Itanagar,46,ctbt_2300.png
