event_id,timestamp,latitude,longitude,current,type,quality_flag,cluster_id,storm_id,state,district,nearest_city,frame_number,ctbt_filename
1000273,2026-06-18 04:30:02,25.39752,92.50867,28.8,IC,0,179,S000179,Meghalaya,Jaintia Hills,Jowai,9,ctbt_0430.png
1000260,2026-06-18 04:30:18,11.37157,76.69369,36.3,IC,1,4,S000004,Tamil Nadu,Nilgiris,Ooty,9,ctbt_0430.png
1000269,2026-06-18 04:31:06,26.28079,86.03136,29.3,IC,1,62,S000062,Bihar,Darbhanga,Darbhanga,9,ctbt_0430.png
1000280,2026-06-18 04:31:17,27.1206,92.29351,26.9,IC,1,236,S000236,Arunachal Pradesh,West Kameng,Bomdila,9,ctbt_0430.png
1000279,2026-06-18 04:31:50,11.78465,79.84593,35.9,IC,1,187,S000187,Puducherry,Puducherry,Puducherry,9,ctbt_0430.png
1000272,2026-06-18 04:33:56,26.95661,78.67971,17.0,IC,1,165,S000165,Uttar Pradesh,Agra,Agra,9,ctbt_0430.png
1000262,2026-06-18 04:37:39,26.16217,92.39375,33.1,CG,1,11,S000011,Assam,Nagaon,Nagaon,9,ctbt_0430.png
1000268,2026-06-18 04:38:41,26.28313,85.98043,28.6,IC,0,62,S000062,Bihar,Darbhanga,Darbhanga,9,ctbt_0430.png
1000270,2026-06-18 04:38:47,26.3134,85.95397,38.6,IC,1,62,S000062,Bihar,Darbhanga,Darbhanga,9,ctbt_0430.png
1000281,2026-06-18 04:38:59,27.12295,92.31166,28.0,IC,1,236,S000236,Arunachal Pradesh,West Kameng,Bomdila,9,ctbt_0430.png
1000278,2026-06-18 04:39:46,11.786,79.84432,6.5,CG,1,187,S000187,Puducherry,Puducherry,Puducherry,9,ctbt_0430.png
1000267,2026-06-18 04:40:34,26.27712,85.98666,32.3,IC,1,62,S000062,Bihar,Darbhanga,Darbhanga,9,ctbt_0430.png
1000264,2026-06-18 04:41:56,26.17825,92.37887,39.2,IC,1,11,S000011,Assam,Nagaon,Nagaon,9,ctbt_0430.png
1000276,2026-06-18 04:42:22,25.3582,92.5631,33.2,IC,1,179,S000179,Meghalaya,Jaintia Hills,Jowai,9,ctbt_0430.png
1000286,2026-06-18 04:43:30,27.11827,92.28049,27.3,IC,1,236,S000236,Arunachal Pradesh,West Kameng,Bomdila,9,ctbt_0430.png
1000266,2026-06-18 04:44:49,26.28036,85.98007,108.4,IC,1,62,S000062,Bihar,Darbhanga,Darbhanga,9,ctbt_0430.png
1000277,2026-06-18 04:45:48,25.37023,92.52246,31.8,IC,1,179,S000179,Meghalaya,Jaintia Hills,Jowai,9,ctbt_0430.png
1000274,2026-06-18 04:46:14,25.38287,92.49931,31.0,CG,1,179,S000179,Meghalaya,Jaintia Hills,Jowai,9,ctbt_0430.png
1000275,2026-06-18 04:46:50,25.37524,92.51191,16.2,IC,1,179,S000179,Meghalaya,Jaintia Hills,Jowai,9,ctbt_0430.png
1000263,2026-06-18 04:47:34,26.18568,92.41094,32.4,IC,1,11,S000011,Assam,Nagaon,Nagaon,9,ctbt_0430.png
1000284,2026-06-18 04:49:34,27.11408,92.30104,8.4,IC,1,236,S000236,Arunachal Pradesh,West Kameng,Bomdila,9,ctbt_0430.png
1000282,2026-06-18 04:50:26,27.0956,92.3031,36.2,IC,1,236,S000236,Arunachal Pradesh,West Kameng,Bomdila,9,ctbt_0430.png
1000265,2026-06-18 04:50:29,22.90792,92.77343,30.1,CG,1,24,S000024,Mizoram,Lunglei,Lunglei,9,ctbt_0430.png
1000285,2026-06-18 04:54:42,27.11526,92.29646,26.5,IC,1,236,S000236,Arunachal Pradesh,West Kameng,Bomdila,9,ctbt_0430.png
1000261,2026-06-18 04:55:00,26.14296,92.39672,6.8,IC,1,11,S000011,Assam,Nagaon,Nagaon,9,ctbt_0430.png
