event_id,timestamp,latitude,longitude,current,type,quality_flag,cluster_id,storm_id,state,district,nearest_city,frame_number,ctbt_filename
1001301,2026-06-18 12:00:20,21.192,79.07703,25.4,CG,1,178,S000178,Maharashtra,Nagpur,Nagpur,24,ctbt_1200.png
1001299,2026-06-18 12:00:26,21.17207,79.0719,25.8,CG,1,178,S000178,Maharashtra,Nagpur,Nagpur,24,ctbt_1200.png
1001300,2026-06-18 12:00:51,21.13104,79.12508,28.2,IC,1,178,S000178,Maharashtra,Nagpur,Nagpur,24,ctbt_1200.png
1001322,2026-06-18 12:00:52,27.08918,93.4467,29.7,IC,1,202,S000202,Arunachal Pradesh,Papum Pare,Itanagar,24,ctbt_1200.png
1001263,2026-06-18 12:00:56,11.71704,92.65329,26.4,IC,1,135,S000135,Andaman and Nicobar Islands,South Andaman,Port Blair,24,ctbt_1200.png
1001302,2026-06-18 12:01:46,21.12648,79.02178,28.6,IC,0,178,S000178,Maharashtra,Nagpur,Nagpur,24,ctbt_1200.png
1001272,2026-06-18 12:01:54,11.43634,75.90512,21.6,CG,1,149,S000149,Kerala,Kozhikode,Kozhikode,24,ctbt_1200.png
1001270,2026-06-18 12:02:06,11.40992,75.96794,37.3,IC,1,149,S000149,Kerala,Kozhikode,Kozhikode,24,ctbt_1200.png
1001284,2026-06-18 12:02:21,22.10179,78.99481,24.2,CG,1,160,S000160,Madhya Pradesh,Chhindwara,Chhindwara,24,ctbt_1200.png
1001282,2026-06-18 12:02:29,25.54696,82.93004,22.8,CG,1,158,S000158,Uttar Pradesh,Varanasi,Varanasi,24,ctbt_1200.png
1001232,2026-06-18 12:02:32,25.52151,81.93656,35.3,IC,1,2,S000002,Uttar Pradesh,Prayagraj,Prayagraj,24,ctbt_1200.png
1001253,2026-06-18 12:03:25,26.57754,92.56083,20.2,CG,1,117,S000117,Assam,Tezpur,Tezpur,24,ctbt_1200.png
1001278,2026-06-18 12:03:26,25.55491,82.9879,22.8,CG,1,158,S000158,Uttar Pradesh,Varanasi,Varanasi,24,ctbt_1200.png
1001267,2026-06-18 12:04:12,10.98934,76.21626,22.4,IC,1,138,S000138,Kerala,Kozhikode,Kozhikode,24,ctbt_1200.png
